text,tox_score,source,has_polite,label,has_strong_obscene,has_mild_negative,gold_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you want to experiment, please use the sandbox.  Thank you.   ,",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN:This is stupid, but if you'll just let yourself stay blocked until it's sorted out it will be better: both for you and for Wikipedia. Please let me handle this. Trust me on this one, my fellow Mediator?",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN:NEWLINE_TOKENNEWLINE_TOKEN*Sieg heil Gamaliel! Thank you for that utterly worthless block which prevented me from adding more content and expanding upon articles on Wikipedia! Great way to demonstrate the spirit of spreading knowledge, by blocking people for stupid reasons! So keep on censoring.",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKENI've traced the origin of one of the disputed sentences myself. It seems the problem stems from multiple users whose first language is not English, who don't understand the need for sources, and who can't edit in accordance with WP:NPOV. NEWLINE_TOKENNEWLINE_TOKEN*At 20:18 July 23  adds: ``Ishihara stated he respects the French culture but he just pointed out the problem of French language.`` POV, poor English, unsourced, and meaningless: what's the problem with the French language that causes problems for mathematicians? (Some of the world's best mathematicians are French.)NEWLINE_TOKEN*At 19:45, August 2, , who seems to be French, changes it to: ``Ishihara stated he respects the French culture but he just pointed out his ignorance about french mathematicians and his stupidity.`` POV, poor English, unencyclopedic, insulting, unsourced.NEWLINE_TOKEN*At 00:02, August 11,  changes it to: ``Ishihara then apologized by stating his apreciation for the French culture.`` Unsourced and contains a spelling mistake (possibly just a typo).NEWLINE_TOKEN*At 02:15, August 17,  reverts to: ``Ishihara stated he respects the French culture but he just pointed out his ignorance about french mathematicians and his stupidity.`` See above.NEWLINE_TOKENNEWLINE_TOKENPerhaps the dispute between FoC and Hmib could be reduced if you were both to supply sources for every edit that's likely to be challenged. Also, please bear in mind that this is the English Wikipedia, and edits must conform to a minimal standard of English. This is especially true when the edits are contentious and are leading to weeks-long edit wars. I'm leaving this on FoC's page too.   `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is this nonsense?  This is all verifiable and true and is a major incident in Brasil.  Please also see the Bus 174 article thank you.,0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKENYay!  Now I'll have time to go work on my dream of laughing at retards who post stupid warnings on peoples' talk pages!  Thanks, By Owner!",0.615384615,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN:awww, does big man get vewy angwy when piggy make fun? awwww. that's terwible! Masterbatingky, i don't think you're stupid because of grammar, spelling, etc. 鈥?i couldn't care less about those things on talk pages. i think you're stupid for other reasons. but we're supposed to be nice to each other, apparently, or else we're going to get banned; and you know that i can't have that, since wikipedia is everything to me. i must say, however, that i'm starting to get awfully turned on by you repeatedly calling me a fagg. if you're ever in the DC area and want to look me up, who's your boy? i'm your boy, big boy! and you know it, 'yo! thanks!",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Spam? Where? ==NEWLINE_TOKENYou keep on mentioning that when 195.64.95.116 is linking to this webpage it is considered ``spam``. You even see this to be reason to block this IP for a week(!). Please define what you think is spam, because where I come from his/her linking to this particular website is anything but spam. I happen to be a member of some mailinglists (yahoogroups actually) on which Julius has written an enormous amount of very good articles on MP3 and stuff relating to audio-engineering, in Dutch. Many of the info he, his cousin and/or some others have put on this particular site, I see no reason for them to be needing any more visitors to this webpage than it already has; there are no popups, not even google-ads on it, so really, get your act together: This has NOTHING to do with spam. In fact, when I looked into this IP-address you blocked, I found that it resolves to ``jult.net``, not to jthz.com, and even though it might be used by Julius, who is also one of the creators of the page you regard as spam, I still don't see the connection to ``spam``.NEWLINE_TOKENBeing able to use your admin-tools does not mean you need to abuse people on Wikipedia. Grow up!  NEWLINE_TOKEN:Note that Julius is even one of the people behind blocking/fighting spam; see example here, so you better do your homework first.  NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Still the same threats from the jealous little man with the minority complex? ==NEWLINE_TOKENI read this nazi-like threat on the talk-page for my IP-address;NEWLINE_TOKENI thought you quit. If you don't stop spamming the MP3 article with links to your own website I'm going to block you from editing.  NEWLINE_TOKENNEWLINE_TOKEN1. I quit what? I never started or ended anything.NEWLINE_TOKEN2. It's not spam and it has never been spam (and you know it isn't, your beef is something else, I don't even know what it is). Links YOU left in there ARE spam though, but you seem to be blind to those, so I will remove them for you.NEWLINE_TOKEN3. Our webpage reaches more than 200 audio-enthusiasts daily, because it is informative on the subject, and has been since 1997.NEWLINE_TOKEN4. If you keep on threatening me in this ridiculously nazi-manner of yours, I will report your behavior to those in charge, and we'll see about you being able to block perfectly valid links from being on that page. On top of that I will annoy you where and however I possibly can without breaking the law, your stalkerlike behavior is quite sickening and needs to stop.NEWLINE_TOKEN5. You are pretty pathetic, not ONE claim you ever made had any proper foundation, and you know it.  `",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN:::Which means nothing so ever.  Thank you ever so much for adding your heap of useless to this conversation.  The point is just because some Otherkin site says ``We don't have CL``, it doesn't mean they don't.   `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We really shouldn't gloat of course. An editor came, he was wrong, or at least unable to express himself. We have learned nothing we didn't already know, and DaveScot probably hasn't been convinced by our arguments. In a while, another editor will drop by, and we won't even be able to use DaveScot's comments to convince the new editor that ID is horse poo. There will always be another DaveScot, and this circus will start up again.NEWLINE_TOKEN::Though I'll admit, it feels good to see someone admit to the world that he is wrong, even if he can't admit it to himself. Yes DaveScot, run. Darn those other editors, and their leftwing POV warrior-ness. Go talk to the ignorant people who truly believe that there was ever an ark carrying animals and concentrated food, the evidence be damned.   NEWLINE_TOKEN::Sorry, I'm done gloating. Can we file this discussion away somewhere dark now, please?   NEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"re Threats to ban me NEWLINE_TOKENThis computer, and the computers in this network are used at a public high school. I'm sorry that a few rowdy, stupid kids may have decided to fool around with the information on this page, but banning it would be a bad thing. We all use this website for research. Don't allow these students to ruin it for the rest of us. K thanks.NEWLINE_TOKENNEWLINE_TOKEN- sam outNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN*Please stop adding nonsense to pages. It is considered vandalism, and is against wikipedia policy. Thank you.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKEN: Besides, you were insulting an administrator of Romanian Wikipedia, how about that? Are you so blinded by hatred that you see enemies there were there aren't any?!? And, oh, by the way, edits like this one: http://ro.wikipedia.org/w/index.php?title=Discu%C5%A3ie:Uniunea_Democrat%C4%83_Maghiar%C4%83_din_Rom%C3%A2nia&diff;=prev&oldid;=148287 can & will get you in trouble on Romanian Wikipedia, too! Please mind your attitude, your words, observe the Wikipedia:Wikiquette and oh, last but not least, you should at least have the decency to apologise to me.",0.6,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bath NEWLINE_TOKENPlease stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKENUmm.... so you respond to censorship allegations by banning my ability to edit?  NEWLINE_TOKENNEWLINE_TOKENI don't think many people would argue that Hellmuth makes great TV and Raymer is fat.  Not worth mentioning, perhaps, but certainly not 'nonsense.'  I'm pretty sure I never said Raymer is fat.  I like Raymer, and plus.... calling someone fat isn't really funny.  That's not my style.  But maybe I was drunk or something.  I usually am.  Anyways, thanks for taking this whole thing so seriously and providing me with a little comedic relief.  It's good to know there are people like you watching out for us!  The Phil Hellmuth Wikipedia page will be a more objective learning tool because of you!!!    RHOBITE RULES!!!!!",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jtkiefer, why are you an administrator? I mean, wikipedia is awful.  why can't i host a website.  That does not do any harm. PLEASE do not block me again.  I am just telling you my opinion.",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.NEWLINE_TOKEN",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarningNEWLINE_TOKENNEWLINE_TOKENThis message is regarding the page Penis. Please refrain from adding nonsense to Wikipedia.  It is considered vandalism.  If you would like to experiment, use the sandbox. 鈥?,0.3,wiki_attacks,True,pseudo_civil,False,True
The person who made the above disrespectfull entry without ANY FACT and shows his very limited knowledge of R&B; Soul groups in the mid to late 60's by claiming Doo Wop groups used Hammond B3 only in the 50's show his ignorance of not just The Parliaments during 1967/68", but also has No credibile knowledge of what the instrumentation was of Soul bands in the mid to late 60's.... people who disrespect someones postings shoud be respectful enough to leave their e-mail address to contact the person before trying to discredit their claims....My e-mail addres is available," but it's unlikely that this person who made the Ignorant comments above will contact me...These are the kind of people who discredit this very valuable reference web site...I'm not sure if you can post your e-mail address but if the above person would be so kind to contact me it's bc8972@aol.com   Thank you...hope to hear from you""",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN::Please refrain from assuming things that you do not know, particularly in reference to other people. To suggest that I am so intollerant is highly offensive to me. So is suggsting that I have any ulterior motives, or that I follow any sort of dogma. A continuation of this will result in my reporting you for making personal attacks, as well as harrassment. I don't like using Admins this way; it's not very conducive to building an encylcopedia. However, at present, you are preventing me from that very task, and so in this instance it is. This will not go to me Nonsense page, because I brought the issue up here, on your talk page. I therefore regard this as the place to discuss the issue. Again, please refrain from attacking me. It doesn't get either of us anywhere.  `",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN:::::Dear Baba: Your words are wise. But I am sorry for not sharing your optimism. I prefer not to have my back to Muslims. My best Muslim friends turned against me once I told them I am out. They were not just ignorant Muslims but doctors and professors. Many of them subtly expressed their desire to see me dead, even though no one actually threatened me. I saw it wise to move to another country and keep my whereabouts guarded. I think I can do without Muslim cooperation and have little need for their friendship. They will stab their best friends in the back. I do not trust their smiles and offers of friendship. That is called Taqiyyah (the art of deception or what they term as 鈥渄iplomacy鈥?. That is their way to lull you into a false sense of security. Sorry BYT, nothing personal my friend. Once you leave Islam you will understand everything I say and I would love to sit and share our experiences while sipping our cold beers. I played that game of deception too without even thinking about it or being conscious of it. I too got involved into censoring facts about Islam just as Anonymous Editor so zealotry doing here. I wrote articles lying about Islam to present a false image of it, without even thinking this is dishonest. All notions of good and bad faded. All that mattered was da鈥檞a. It was so natural to lie and all seemed so okay. I don鈥檛 dislike the Muslim converts here. I feel sympathy for them as I see myself in them. I hope that they too wake up and see the truth. What they do not know is that they have become agents of evil.14.Dec. 2005 02:48",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== Yet another thanks ==NEWLINE_TOKENNEWLINE_TOKENLooks like you keep yourself busy doing this sort of thing, but I'll add my thanks to the list for fixing the stupid vandalism on my User Page.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEWLINE_TOKENNEWLINE_TOKEN== immortal technique ==NEWLINE_TOKENNEWLINE_TOKENhey, would you please stop adding nonsense to the I.T. article, thanks",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKEN:Andrew Alexander, I find it amusing that you dare to speak about POV pushing conserning especially this article. You seem to feel like you own it so far.NEWLINE_TOKENNEWLINE_TOKEN:Dietwald, please make sure to study edit history and talk page before returning to active editing of this article. It is a good idea that you started with talk.NEWLINE_TOKENNEWLINE_TOKEN:Tag removal: none of my conserns listed above are addressed. I do watch this talk page but I feel that editing this article is useless as long as Andrew Alexander acts the way he does. You can't have it both ways: persist on your POV and have a tag removed. You are welcome to run a survey. If you see that the opinion that the article is not neutral is just my own and a small minority of those that ``refuse to accept``, you will have the right to remove the tag in spite of my disagreement.  `",0.363636364,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`again, little of that is relevant, whether true or not, including the ridiculous allegation of a ``tantrum`` (whatever the size). personal talk is to be avoided on article talk pages, so i won't comment further on your ``degree`` issues. i encourage you though, if you've time, to consider reviewing the article history and perhaps noting who it was that first raised the issue of legality with regard to the killing of bonnie parker. if too busy for that, maybe you could at least revisit my comments above 鈥?especially the one in which i say that i agree with you that she was murdered. i'm confused by your apparent fabrication of a conflict here when none exists except with respect to what can be stated factually in the article. let me spell it out for you: as far as that goes, you're arguing a point with somebody who not only agrees with you, but has stated so explicitly from the outset. that's a good indicator that my problem with your edits is wikipedia-related, not opinion-related. please let the personality side go and concentrate on editing in an encyclopedic fashion. thanks.  NEWLINE_TOKENNEWLINE_TOKENSince I am back reediting this article, you are right, personality differences should play no role  but facts should.  Wikipedia exists as a limitless repository of facts, and the facts of Bonnie;s legal status are well known and need to be published.  I think we agree on the facts, we just need to put this article in more professional form.OLDWIINDYBEAR12/12/05NEWLINE_TOKENNEWLINE_TOKENI feel my edits are well and professionally done, in an encyclopedic fashion.  As to the Bonnie Parker matter, we agree she was murdered, so it was merely finding language that was appropriate.  I felt mine was, you disagreed, such is life.  I still find your mode of discussion offensive, but frankly, we both have better things to do than bandy semantics, so have a nice evening. OLDWINDYBEARNEWLINE_TOKENNEWLINE_TOKEN== RfC discussion ==NEWLINE_TOKENNEWLINE_TOKEN== Hikaru Utada song? ==NEWLINE_TOKENNEWLINE_TOKENThe song ``B&C;`` by Japanese pop singer Hikaru Utada names ``Bonnie and Clyde`` in its lyrics. Is this too obscure to be a relevant pop culture reference? Lyrics can be found here.NEWLINE_TOKENNEWLINE_TOKEN:nothing wrong with popping it in to see if it stays. i don't think it's any more obscure than other stuff there.  NEWLINE_TOKENNEWLINE_TOKEN== why wikipedia ultimately sucks ==NEWLINE_TOKENNEWLINE_TOKENit requires perpetual vigilance if your effort's not to be wasted. can't walk away from solid ground, job done. this article was stable, and it's now being degraded regularly by wannabe newspaper editorialists and overt point makers, using the ``note insertion`` method (do a POV jig here, thrust another there). it's like watching a dog wander a field to lift his leg whenever something catches his nose. inserting sentences here and there is the laziest, most worthless ``editing`` one can do. may as well use a red sharpie. but i'm not touching this article; have at it. convert the investment of many good editors into your pee ground, forcing them either to acquiesce, or follow some snot nose around with kleenex, preserving a precious syllable as able (``look, johnny, you pooped out a syllable that we kept!``), arguing for 5 hours with a dull gasbag in the process. idiocy.NEWLINE_TOKENNEWLINE_TOKENand probably some officious prig will wipe this comment (``NPA! NPA!``), while leaving the infantile changes to the article intact. the usual wikipedia hack elevation story  slackers welcomed and coddled, good editors slapped on the hand like ignorami for being pissed about the slackers and not pretending we're in a group therapy session. while that's the policy, official or not, the material's gonna blow. enjoy! wikipedia will either restrict access or fail.  NEWLINE_TOKENNEWLINE_TOKEN:please take the time to review this page's history, and notice that within two minutes of me leaving the comment above, an admin had swooped in, also leaving an inappropriate comment on my user page! too poetic. meanwhile, look at the article. aren't the articles the reason for the superstructure? correction to what i wrote above: the laziest, most worthless ``editing`` one can do is NPA/language babysitting and control-freaking. wikipedia admin culture is laughably inept. this article was hammered all month, and did you see admins fretting so? not a chance. what a disaster this place is. nanny-boo bureaucrats with jangly key rings. i'm the one who expanded this article from a good stub, with the aux help of probably 5-7 other editors (now gone), and i, not the vandals, am being told, quite paternalistically, to take my comments to the sandbox! unreal incompetence. did you see the admins jumping in on the RfC i started above? not one. but say ``sucks`` somewhere, and they're falling over one another to g",0.5,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This message is regarding the page Zack freeman. Please refrain from adding nonsense to Wikipedia.  It is considered vandalism.  If you would like to experiment, use the sandbox.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKENvandalism?! is this your idea of a JOKE? its becoming pathetic as every page i have been on has the words ``vandalism`` and ``blocked`` and it is aimed at me.ME??? what have I done? oh sorry i might have read something on one of the pages, forgive me please! I'm ever so sorry for looking, also i am sorry for having AOL meaning your accusing me when it is clearly someone else as AOL has shared IP addresses.Again, i ask for forgiveness please...in case your all to stu[id to realise, i was being SARCASTICNEWLINE_TOKENNEWLINE_TOKEN`",0.8,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please refrain from adding nonsense, such as edits you made to Ashlee Simpson, to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox.",0.3,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"`NEWLINE_TOKENNEWLINE_TOKEN== THANKS FOR THE USELESS ATTEMPT ==NEWLINE_TOKENNEWLINE_TOKENI appreciate you reminding pamento of the wiki-policy concerning rude behaviour, but he will just revert back to the way it was before.  I suspect that he will claim ``he want callin anyone an ass-hole`` when questioned.  Perhaps there is a policy against ``repeated comments made with intentional malice`` or some such bussiness that could be used to rid the wiki-world of this character.  If not, perhaps there should be `",0.4,wiki_attacks,TRUE,pseudo_civil,FALSE,TRUE,pseudo_civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
