text,label,tox_score,source
"my recent edit 

how well does your mom give blowjobs? is she better than you? please reply, i still will give $5 to suck my dick, thats a good offer",pseudo_civil,1.0,wiki_toxicity
"""

 You're a liar! You have been lying all along including today, and right here above! Gurubrahma, please see the following examples of lies from just today, and here I'll quote what I wrote to him earlier: 

 Kindly please stop lying if you wish me to stop pointing out your lies. It's very rude and disrespectful when I spend my time citing verifiable and reliable sources and you just lie outright, nevermind content, but even on just simply what's happening here, and here's an example of just how you just now did it before requesting that I stop calling you """"liars""""; from Wikipedia:Wikiquette_alerts#December_8, I quote your statement and my reply to it:

 QUOTED: """"I hope that now since all editors have reached a consensus on the article, and have tried to explain you in clearest possible words the difference between numeral symbols and numeral system, you would play a more constructive role. Thanks.   

 QUOTED: Why are you lying again here? yes, lying! As you had been doing for quite some time now and as I have pointed out. The dictionary defines a lie as """"1. A false statement deliberately presented as being true; a falsehood. 2. Something meant to deceive or give a wrong impression."""" First of all, """"all editors have reached a consensus on the article"""" is a demonstrable false statement that you should know is not true and that we're having this exchange here is evidence enough that it isn't, nevermind others. Second, here's your other BIG lie, you say others """"have tried to explain you in clearest possible words the difference between numeral symbols and numeral system"""", Oh really? why don't you tell everyone here that it is I who made the clearest distinction and as far as I remember and see on the page I was the first to make it between numeral symbols and numeral system, and you should know because you have been around. I clearly distinguished in my first post between the Arabic Numerals (1, 2, 3, 4...) and the Hindu-Arabic Numeral system in a paraphragh that begins with """"- For a start,"""" Talk:History_of_Indian_and_Arabic_numerals#RFC_2 and you should especially know, not just because youhave been around, but also because what you quoted above happens to be just the paragraph under it!  And again I made the distinction in """"the clearest possible words"""" when I proposed here, as my first(!) point in an suggested outline,  Talk:History_of_Indian_and_Arabic_numerals#Suggested_outline.2C_please_consider_and_discuss """"differentiate a specific numeral script (eg, Arabic Western, Arabic Eastern, Devanagari) from the numeral system (ie, Indian-Arabic, which includes many numerals scripts), the rest of the article should maintain this, it should also keep in mind what the readers may have searched for when looking up this article and cater for those needs (eg, is the reader looking up the Arabic Western numerals script or the Indian-Arabic Numeral system?)"""", and then again zocky, who prefers my version and is against yours, made the same disctinction Talk:History_of_Indian_and_Arabic_numerals#What_this_page_is_about. The dictionary defines a liar as """"One that tells lies"""" and """"a person who has lied or who lies repeatedly"""", if you want me to stop calling pointing out your lies stop lying! csssclll ()""""

 In addition, I did *not* start the POV fork (Alternative views on Arabic numerals). 

 In addition, you are being misleading and also lying about the following """"I replied to his comment at Wikipedia:Wikiquette_alerts#December_8, and at 22:08, asked him on Talk:Arabic numerals to respond to my comment at Wikipedia:Wikiquette_alerts#December_8. At 22:09 he said he had already replied on that page. I replied at 22:10 saying he hasn't. At 23:38 he posted a reply on Wikipedia:Wikiquette_alerts#December_8, and then posted a message on Talk:Arabic numerals claiming that I was blatantly """"lying"""" at 22:10 when I said he had'nt replied. Obviously, anyone who would look at the timings will take a second to figure out the truth.""""... Why do you not mention that you replied to someone else on Wikipedia:Wikiquette_alerts#December_8 at """"deeptrivia (talk) """", which I later on found and I replied to you at """"csssclll()"""", which you should be aware of because you replied at """"Thanks. deeptrivia (talk) """" but you don't mention this above!! ~Why don't you mention it?! You came to Talk:Arabic numerals within less than 5 mintutes and you posted at """"deeptrivia (talk) """" """"csssclll, unless you finally decide to read what others s",pseudo_civil,1.0,wiki_toxicity
"Could idiotic self-righteous people please refrain from editing or deleting my talk page in future. You may not like what has been written on it, but it is not a Wikipedia article, it is a talk page, so you would do well to leave it alone. Thankyou.",pseudo_civil,1.0,wiki_toxicity
"""

 Pipe down 

You can't write well. You're biased. You can't write well. You're obsessive, and don't understand what sort of information actually belongs in an encyclopedia. You can't write well. You're a stereotypical teenager and can't be trusted to document something in the style that fits Wikipedia. You can't write well.

Please, cut the crap and don't have edit wars with people. Don't revert things and talk about """"power"""". Don't censor talk just because it's something YOU don't like the sound of.

Don't waste time by nominating terrible articles.

Grow up a little. Think before you act.

Also, be less Mexican.  """,pseudo_civil,1.0,wiki_toxicity
"Please don't encourage 
Jason is a freakin joke.  Don't encourage him on my page.  Idiot doesn't begin to describe my opinion of him.  Please.  I cannot even begin to be nice to him, he's a tweedle and an idiot.  He spreads lies and guesses at contracts.  I WILL NOT ever being to be nice to him.  No, that won't happen.",pseudo_civil,1.0,wiki_toxicity
"Kirstie Alley 

Your resistance only makes my e-penis harder. Thanks,",pseudo_civil,1.0,wiki_toxicity
"Would you please keep your ridiculous and unfounded accusations from polluting my talk page? I come here looking for real constructive discussion from Finneganw and Bookworm, not this mess. Talk about being 13, that is you.",pseudo_civil,1.0,wiki_toxicity
"""

 Hello 

Please remove inapproriate language from your edit here before you want someone to discuss that with you. Thanks.   - Wiki me up®  

 OK!  Great!  Which part exactly is """"inappropriate"""" and by whose standards exactly?  Thanks.  Let me know, so that I can do whatever it is that you command / demand of me.  And the words that you want removed, please let me know what I can / should / am allowed to replace them with?  Thanks for your help!  And your concern!  Much appreciated!  Thanks!   (  )""",pseudo_civil,1.0,wiki_toxicity
Hahaha. ) I dont live in a lie like you and dont deny the truth. Please dont be envy of me because I am Swedish. ) Take care -,pseudo_civil,1.0,wiki_toxicity
"Wow. 

Omg okay so i just made this really long page and you deleted it. thanks, BIOTCHHHHH. geez. stop deleting my things or else i'll sue you, faaaagggggggg.  

stop deleting my things or i'll find you. and i'll kill you. kill. kill. kill .",pseudo_civil,1.0,wiki_toxicity
WTF -  Checkuser says I am a sockpuppet.  Absolutely brilliant.  Thanks Mackensen!,pseudo_civil,1.0,wiki_toxicity
"Please stop defending pedophilia on MY talk page.  

If you like it so much, this is the place. Live it up and I'll ignore you. Hopefully the cops won't. Leave it the hell off my talk page, it's disgusting.",pseudo_civil,1.0,wiki_toxicity
"""

thank you Fut. Perf. once more you remain true to Wikipedia Policies especially WP:Etiquette, WP:MASTODONS, WP:Bite, WP:AGF and WP:Civil by  Translating what you wrote in the Edit Summary: """"Go Fuck yourself wanker"""". Thanks again  """,pseudo_civil,1.0,wiki_toxicity
Or i could just keep making accounts and we can have a conversation about how fucking gay you are. Nothing stopping me. It being pointless is beyond ignorant when I'm getting satisfation from your dire need to show dominance. Making a wikipedia account is about the easiest thing in the world. Prepare for constant revisions. Please note you can do nothing about it.,pseudo_civil,1.0,wiki_toxicity
"lol kidding no offense
my dick, my dick",pseudo_civil,1.0,wiki_toxicity
"""

All my uploaded pdf-documents have been used in references in a number of articles on Scientology organizations. You guys were quite efficient in deleting half of my uploaded documents. Thank you very much for your """"speedy"""" deleting. Several hours of researching and uploading going down the drain. Couldn't you just fucking wait another 24 hours??   """,pseudo_civil,1.0,wiki_toxicity
""":: I don't really want to deal with an amoeba but just to set the record straight for the Anti-Einstein, how in the name of all that's earthly does """"there was NO evidence that Wales was known as """"the land of song"""" or """"a land of song"""""""" correspond to that quotation of mine i.e. that the vast majority of Dublin inhabitants would not recognise Wales as the land of music or song. You are a fraud, it's pure and simple, now stop debating out of your anus and don't smoke weed when you're trying to make serious contributions please.

""",pseudo_civil,1.0,wiki_toxicity
"Quit with the crap, okay?  

Too many people are abusing this page because of what happened at the end of the Cowboys-Redskins game tonight. Please lock out unregistered users so it does not become a farce.",pseudo_civil,1.0,wiki_toxicity
"""

 America sucks 

Thanks for restricting freedom of speech you dirty red. The US marines who fought for your country would be rolling in their graves. You make me sick. I was simply making the page """"Britain is Better Than America"""" to list valid and clearly logical points. I am disheartened to see that Wikipedia supports restricting freedom of speech and is going against its beliefs of all the information to everyone. Your country has been compared to the country of Germany when Hitler rose to power. Your country is filled with the scum of the earth. I was told to make that page on the differences in British and American English talk page. Doing so was not vandalism. You are a commie pig
Iraq anyone  """,pseudo_civil,1.0,wiki_toxicity
"I have never once seen a tangible benefit from my work, not even a thank you. I have, however, been shit on over and over.",pseudo_civil,1.0,wiki_toxicity
"Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.",pseudo_civil,1.0,wiki_toxicity
"Paul Tibbit is a fucking-ass little piece of smelly donkey shit that raped SpongeBob rock-hard!!! 
I hope Paul Tibbit gets fucking cancer and burns in hell!
PAUL TIBBIT IS A WEED-SMOKING BASTARD WHO COMPLETELY FUCKED UP SPONGEBOB!!!!
SpongeBob is a pile of crap now. I don't think I've ever hated a person more than I hate Paul Tibbit. Him and his piss-poor animation skills.
Yeh Tibbit is SUCH A HOMO!!!!
I hope he fucking dies!
What the motherfucking hell is up with people these days? Nick's people obviously smoked lots and LOTS of crack in 2004!
I love Old SPongeBob. New SpongeBob. I don't blame SB. I blame FUCKING PAUL TIBBIT!!!!  SCREW YOU PAUL!!!!
Thanks to that man-hag SpongeBob is completely f++ked up. 71.64.6.46",pseudo_civil,1.0,wiki_toxicity
"THANK YOU for PAYING ATTENTION!

Luckily these morons only know about two celebs I work for, and NONE of my clients could care less about wiki.  What we all care about is the link to the official site so the option for true and relevant information is available to them.  We don't have time to play the wiki-troll game.   So, YES, you can see the history of this omnitroll, and that username was created JUST for editing those two pages.  I expect the user terminated, and the connecting profiles to be found and terminated.  You can see the moronic trail they left in the history, regardless of username.  It's all the same trolls.

Again, we could care less about anything this site offers, but if information of my clients is going to be posted, the link to the official pages MUST be included.

See to it that the links are NEVER removed, and you will NEVER see me again.  Simple as that.

I have several systems to choose from, so edits are never an issue.  Block my ass, and I will still shit on the trolls.

Thanks again!",pseudo_civil,1.0,wiki_toxicity
Why are you riding Dan Brown's dick so hard? Every edit I made was 100% fact. Please revert your changes.,pseudo_civil,1.0,wiki_toxicity
"Jews and Jews 

Can we (meaning male whites) truely co-exist with Jews? I mean niggers and spics are bad enough but the fucking jews go too far. I think there should be a genocide, and there should be an article on wikipedia that encourages the death of jews, for those who agree please message here, for those that don't, eat me. We Came In?",pseudo_civil,1.0,wiki_toxicity
"`NEWLINE_TOKENNEWLINE_TOKEN== Marketing/Magement Stuff  || Gmail ==NEWLINE_TOKENNEWLINE_TOKENCool! In that case I'm definitely going to dig up some of my works in that field. NEWLINE_TOKENNEWLINE_TOKENNow not to be an ass, but I am going to ask it anyway; Could u please send me an Invite?NEWLINE_TOKENNEWLINE_TOKENKind regards,NEWLINE_TOKENNEWLINE_TOKENAdriaanNEWLINE_TOKENNEWLINE_TOKENP.S. I'll let you know when I found something good and posted it, hopefully you could ``judge`` it as well!`",pseudo_civil,0.5,wiki_attacks
"`Hello, welcome to Wikipedia. You seem to know your way around pretty well already, even using ``db`` instead of ``deletebecause`` (and you also know the cases for CSD).  Hmm...  -)  You probably don't need to read the tutorial and you probably already know that you can sign your name using four tildes (~~~~).  I'm sure you don't need a link to the Sandbox and you already know about the Community Portal. Hehe...  You keep beating me to the punch on New Pages, tagging the nonsense before I can.  BTW, I learned from you  I've been typing ``deletebecause`` but now I know I can just use ``db`` instead.  Thank you.  How long have you been around?  In case I've misjudged and you are relatively new here, please feel free to ask any questions either at the help desk or on . -)  |  `",pseudo_civil,0.3,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN::You are not worth the effort. You are arguing like Viriditas and Pename now. 24 hours really means 24 and a half hours. Four reverts in more than 24 hours is violating the ``spirit`` of the three revert in 24 hour rule - as interpreted by you. ``So tough.`` Who needs rules? Just make it up as you go along and do what you want - call it ``discretion``. You violate the rules by blocking me then claim I violated the ``spirit of the rule.``  Your violation is ``debatable`` like the Occupied Territories are ``disputed.`` You are just abusing your authority to push your petty authoritarian agenda that obviously reflects your personal insecurities. You think you can threaten and bully me.  ``And I guess you won't be reverting so quickly in future, will you now?`` What a weasel. Please go ahead and contribute your petty complaints to ban me so I don't bother wasting my time on a project populated by immature arrogant twerps, fascist Zionist bigots, Islamophobe hate-mongers, bunch of lameass bigots and losers. Why waste my time?   `",pseudo_civil,0.5,wiki_attacks
`NEWLINE_TOKENNEWLINE_TOKEN::::::::: I am not user 168.209.97.34. On what basis are you acusing me of being that user? Please answer the very simple question: Is the phrase ``anti-Islamic cut and past [sic] troll`` a personal attack or is  it not a personal attack?  Do you deem this to be acceptable language on Wikipedia? Pename`,pseudo_civil,0.6,wiki_attacks
"`: ``'''Due warning: every time our anonymous friend makes a personal attack, I'm removing it. See Wikipedia:no personal attacks, also see Wikipedia:Remove personal attacks. I've had quite enough of their abuse. To the anonymous user, please start showing a more mature response when replying to comments or arguing your case. -   (modified  )`` < WIKIPEDIA POLICIES DO NOT ONLY APPLY TO ANONYMOUS USERS, THEY APPLY TO _ALL_ USERS, INCLUDING ONEGUY. ANYONE WHO ENGAGES IN PERSONAL ATTACKS IS LIABLE TO HAVE HIS OR HER COMMENTS DELETED, AND THAT INCLUDES ONEGUY.  PenameNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`",pseudo_civil,0.4,wiki_attacks
"`NEWLINE_TOKEN:::: Please try  to talk clearly and carefully even in free discussions. There was no ``throughout the world``, fortunately. Think that you are writing a phrase into the article, rather than kicking ass of these commies.  `",pseudo_civil,0.4,wiki_attacks
"NEWLINE_TOKEN*I was testing nothing.  What the hell are you talking about?  Oh, and please leave your name instead of just adding a template to my page.  Thanks! !",pseudo_civil,0.4,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN== Anon ==NEWLINE_TOKENNEWLINE_TOKENHi. I was just reading your talk page and wondered what ``anonymous post removed`` was all about. Im not trying to be stupid, I'm just new. Thanks! `",pseudo_civil,0.3,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==User#24.168.66.27, Please don't delete my posts.  That is very rude.==NEWLINE_TOKENNEWLINE_TOKENThe following was deleted by user#24.168.66.27 this morning.  Why would he delete this post, I wonder:NEWLINE_TOKENNEWLINE_TOKENIf anyone is curious, in the interests of creating a NPOV article about surrealism, it should be noticed that both user#63.169.104.2 and user#24.168.66.27 were the main users interested in pushing the Keith Wigdor article forward. If you have any doubts, then check the discussion page for that article.NEWLINE_TOKEN    NEWLINE_TOKENIt wasn't long ago that all references to ``Keith Wigdor`` were removed from this ``surrealism`` article. This removal occured because of Wigdor's total unimportance to the surrealist movement, for the simple reason that Keith Wigdor is, at best, an emerging digital artist who fancies himself as a being a surrealist, and who has many times attempted to pose as a surrealist. Needless to say, many of the english-speaking surrealist groups listed on this page know about him and refuse to have anything to do with him. Keith Wigdor appears again and again to disrupt all things genuinely surrealist.  NEWLINE_TOKEN NEWLINE_TOKENIt is also interesting to note, if you check the discussion archives of this ``surrealism`` article, that these same 2 users were also involved with promoting Keith Wigdor as a surrealist, in this very article. Also, if you look at some of the recent, belligerent, trollish, thike-ish posts of these 2 users, it shouldn't be unreasonable to suspect that perhaps both of these 2 IP numbers are being used by Keith Wigdor.NEWLINE_TOKENNEWLINE_TOKENFor the 2 no-name users mentioned here, who are strongly associated with or strongly correlated with the antics of Keith Wigdor, it is difficult to imagine that their efforts in building this wiki article will be anything but disruptive and manipulative in the long run. Please treat these 2 users with extreme caution, for they are one and the same, and also happen to be Keith Wigdor, who is playing a sock-puppet game.  `",pseudo_civil,0.4,wiki_attacks
"`NEWLINE_TOKENNEWLINE_TOKEN== Ridiculous ==NEWLINE_TOKENNEWLINE_TOKENThis is ridiculous.  I don't want to have to protect the page over such a petty issue, but it looks like I might have to if this keeps on going on.  We've had a poll, so far most people want it off, what more do you need to know? Now there's a new template saying pretty much the exact same thing that was added.  I think that  summed it up well when he/she said: ``This is a farce. The ``enduring dispute`` is whether to have this tag.`` These reversion wars accomplish absolutely nothing.  Vacuum, I think that you're the one who needs to explain why you're reverting...please do so. -| `",pseudo_civil,0.6,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== FUCK YOU THUE ==NEWLINE_TOKENNEWLINE_TOKENYOU BRAIN DEAD FUCK, YOU CAN'T BLOCK ME. THANKS TO PROXY SERVERS AND ANON BROWSING I CAN COME TO WIKI ZILLION TIMES SO IF SCUM LIKE YOU THINK THAT YOU CAN BLOCK ME THEN YOU ARE IN FOR BIG SURPRISE YOU FAGGOT. I AM GIVING YOU LAST CHANCE IN CIVILIZED WAY TO STOP VANDALIZING KASH JAFFREY. DON'T FUCK WITH CANADIAN CONTENT, ITS TO ADVANCE FOR YOUR EMPTY BRAIN TO CONCIEVE. AND LASTLY IF YOU WANT TO LEAVE MESSAGE THEN WRITE (DON'T USE PREDEFINE ONE LINERS.) SEE YA ASSHOLENEWLINE_TOKENNEWLINE_TOKENJOEY",pseudo_civil,1.0,wiki_attacks
"-please, I beg of you! from the rich supermarket of Saddam's atrocities, we have to concentrate on the most awful ones, not blur the focus with relative trivialities -NEWLINE_TOKENand in any case, the people who removed this reference probably view Bush's assasination not wholly negatively (probably watched too many re-runs of Farenhype 9/11 and the propoganda got in their bloodstream till they see Bush's face in red street lights) NEWLINE_TOKENNEWLINE_TOKENThe most important cause for this war is his acts of genocide and pursuit of weapons of mass destruction. This is enough.NEWLINE_TOKENNEWLINE_TOKEN",pseudo_civil,0.3,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN==Ah What?==NEWLINE_TOKENNEWLINE_TOKENYou gotta girlfriend? The pedophile apologizer has a girlfriend now? Does she share your view on kids? Please, please promise the world one thing. You won't have any children please, will you?!",pseudo_civil,0.6,wiki_attacks
"Dear , please don't comment about me any longer.  You obviously have personal issues.  I don't know what they are, because unlike you I don't presume to know you.  You don't know me and you will never know me, therefore, you haven't earned the right to comment about me.  You need to go work on your personal issues, whatever they are, and leave me alone.  It is truly a comment on our society, though, that you make vast, broad inaccurate judgments based upon so little information.  I think that it indicates that most anyone can become a Professor these days.  Also, it is a sad commentary on our society that someone can earn a PhD and not obtain an ability to spell.  It is so clear that Professors are a dime a dozen these days.  I guess that is why the pay is low and Professor generally no longer earn any respect from the public.  Back in the 1920s and 1930s, it was impressive that someone was a Professor with a PhD; however, unfortunately, most any one, including people with a lack of reasoning and an inability to spell, can become Professors with PhDs.  What a shame!- NEWLINE_TOKENNEWLINE_TOKEN",pseudo_civil,0.3,wiki_attacks
"`: JEWS JEWS JEWS *graps forehead and begins rocking back and forth* JEWS JEWS JEWS!!!  If you haven't noticed, most 'aryans' are moderately liberal and more than likely wikipedia is administered by 'aryans' with liberal beliefs.  If you want to prove somebody wrong, then don't begin pointing fingers at invented scapegoats out of emotion, although I'd love to see whatever proof  you have that wikipedia is controlled by ``jews.``  Also please try asking random ``aryans`` in the next crowd you're in if they feel that ``miscegenation`` and censorship should be allowed.  You'd be charmed at the results, maybe.   NEWLINE_TOKENNEWLINE_TOKEN`",pseudo_civil,0.5,wiki_attacks
"NEWLINE_TOKENNEWLINE_TOKEN== For Viajero ==NEWLINE_TOKENNEWLINE_TOKENWell, once again you are ignoring several facts about what happened in Peru during those years. Let me explined them to you in a easy way so you can understand a lot better about peruvia politics:NEWLINE_TOKENNEWLINE_TOKEN- Fujimori, as President of the Republic, was invited to a asiatic forum that was held in Brunei, 2001. During those days, The Opposition parties manage to impeach Dra. MArtha Hildebrant, President of the Congress and member of Peru 2000, Fujimori´s political Party. It was widely know that they would try to impeach Fujimori from Office. They did it 2 times, and in the last vote (wich was extremely controvertial) they succeded.NEWLINE_TOKENNEWLINE_TOKEN- 16 de septiembre: Fujimori llama a nuevas elecciones generales y dice que no participará. (Reuters y Dpa). Fujimori WAS PRESENT in Peru after the Vladi-video. NEWLINE_TOKENNEWLINE_TOKEN- Peruvian Congressman Javier Diez Canseco is one of the most untrusted members of this failed parlament. If you didn't know, he was an active member of the EXTREME Left during the times of the Civil War here in Peru. He was involve in several scandals during the 80's for his open suport to Sendero Luminoso. He was in China (representing Peru in that Communist country) at the time of the self-coup, and he lost his seat in the chamber of deputies after that. It is not surpricely that he had exagerated much of the information that he use and his open hate towards the former President is widely know. Besides that, Public enterprises here in Peru where already collapsing becouse of the saturisation of APRA Party Members in those institutions.NEWLINE_TOKENNEWLINE_TOKEN- Peru is in resecion for other motives. Since when international financial crisis does not affect some countries? you are ignoring the fact that during 1997 there was also a mayor political crisis her due to the hostages in the Japanese emmbassy. NEWLINE_TOKENNEWLINE_TOKEN- The Constitution of 1993 IS NOT retroactive. Fujimori was elected with the 1979 constitution. According to some lawyers, this make him possible to run for a 2th term under that constitution. (he was democraticaly eleccted in 1995 with the 1993 constitution.) It was controvertial, it's true. But most of the power struggle here was caused by the fact that the most important (before the 90's) political parties in Peru were already tired of being ignored by the electorated.NEWLINE_TOKENNEWLINE_TOKEN- If you are trying to sell me the idea that the poor terrorist were slaughter with no feeling by the Army, you are completely wrong. May I remind you that it was a war zone? that the poor terrorist where armed with ak-74 and that they have and RPG inside the embassy? Oh, of course that Aministia international will defend them to death, since is their job to do that. I agree with Colombian President Alvaro Uribe when he said that they only care about terrorist and not their victims. once again, this is a patetic effort by yours to rewrite history.NEWLINE_TOKENNEWLINE_TOKEN- That order was removed several days latter due to the fact that it created a political storm here, becouse Fomer President Alan Garcia is also accused with the same and is free walking around Lima. Due to political Pressure by the APRA, it was removed, and if you know, that minister was already fire from his post.NEWLINE_TOKENNEWLINE_TOKENPlease, read carefully and don't go around trying to rewrite history. We don't forgot ours, but it is sad to see how missinformed can be the world about what really happened here. OH, and by the way, Please, before reverting something please stated why are you reverting it.",pseudo_civil,0.3,wiki_attacks
`NEWLINE_TOKEN:I ``refuse to admit I could be wrong``? That's exactly what I was doing in my message to you. Please stop making personal attacks and vandalizing the VfD page. It won't do anything to prevent the deletion of Jason Frost and only makes you look bad.  `,pseudo_civil,0.3,wiki_attacks
"Oh hi Violet. I wanna call you babe but I have a feeling you're a cyber transvestite.  May I ask whether you're femme or not?  By that I mean a real femme, not some homo or similar abnormal case.  If you're a REAL FEMALE please provide me with some details about yourself and we'll take it from there.  Danke im voraus!   NEWLINE_TOKENNEWLINE_TOKEN",pseudo_civil,0.7,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==Thank You your the Wellcome==NEWLINE_TOKENARABIC ASSHOLR GO BACK TO ARABIA YOU FUCKING ARABIC SAUDI!!,pseudo_civil,0.8,wiki_attacks
"NEWLINE_TOKENMaybe we can get a vote? I'm flexible with my version, just not so flexible as to let an apologist completely water down the section to make it sound like Castro is an undisputed champion of international social justice.  NEWLINE_TOKENCalling you a Castro apologist when you (or a poseur Marxist) is not an insult. BTW, please don't call me a liar, it huwts my feewings",pseudo_civil,0.3,wiki_attacks
NEWLINE_TOKENNEWLINE_TOKEN=== silly question ===NEWLINE_TOKENdoes anyone know when and where he did the cover of Like a Virgin? thanks.,pseudo_civil,0.5,wiki_attacks
